Abstraction	Cohesion	Complexity	Composition	Coupling	Design Size	Effectiveness	Encapsulation	Extendibility	Flexibility	Functionality	Hierarchies	Inheritance	Messaging	Polymorphism	Reusability	Standard Cohesion	Standard Complexity	Standard Coupling	TQI	Understandability
7	32	35	26	33	12	61	47	25	47	40	4	24	32	15	30	26	46	32	45	32
3	19	20	17	24	4	44	35	14	36	29	4	14	20	11	22	17	25	19	33	29
10	27	27	24	30	11	58	40	28	44	32	14	29	24	16	25	23	41	30	41	29
4	33	28	24	34	7	60	37	23	54	45	6	20	30	24	33	26	32	27	48	23
0	1	1	0	0	0	3	3	1	3	1	0	0	1	1	1	1	1	0	3	2
5	13	28	20	24	8	57	41	21	44	31	10	17	27	17	26	27	28	17	43	32
14	29	26	22	29	21	47	37	27	42	34	18	21	26	26	26	22	38	21	35	29
14	16	8	10	8	20	29	20	19	24	11	28	16	8	19	9	7	16	11	14	19
15	34	23	20	30	22	50	46	27	41	37	18	23	24	32	25	19	47	22	36	31
9	20	24	16	25	12	43	36	19	40	34	12	19	27	18	27	23	32	24	41	35
23	37	32	27	41	37	59	50	41	39	40	26	38	31	42	27	26	56	35	38	39
16	32	33	26	30	19	68	45	29	57	38	26	27	33	23	36	32	46	22	47	37
17	37	34	23	33	24	69	55	25	58	42	30	24	37	35	33	32	42	27	44	30
33	53	26	18	32	47	42	48	46	45	40	38	38	27	47	38	22	57	31	40	44
16	34	30	25	33	18	61	44	28	55	36	22	25	30	30	30	26	43	32	40	27
0	11	11	14	13	12	24	20	12	26	12	4	11	11	7	10	8	19	13	14	24
7	26	37	30	34	10	60	37	24	43	38	8	25	35	18	34	32	45	32	45	23
8	27	34	27	32	10	55	44	21	41	38	6	23	34	19	30	28	44	28	42	22
19	34	24	18	26	23	53	46	28	46	27	26	24	21	27	23	22	40	27	35	28
7	20	26	21	26	10	49	37	17	38	28	10	16	24	18	18	18	31	28	33	27
2	26	28	21	29	5	52	44	12	46	38	2	13	29	12	31	26	38	29	43	28
2	16	22	18	20	3	37	22	17	30	26	4	16	22	18	21	17	22	16	32	14
3	27	34	26	33	5	56	39	17	48	46	4	18	34	17	38	31	39	25	51	29
14	32	27	21	30	21	44	31	31	35	35	20	24	26	25	27	18	46	23	36	23
4	24	29	25	30	7	54	46	16	48	32	4	18	25	19	27	28	37	28	42	26
3	19	24	23	27	3	46	32	11	38	30	6	11	21	13	21	21	30	26	34	18
8	22	27	22	29	14	48	39	20	43	37	10	17	28	20	28	25	37	28	42	31
13	28	30	22	32	22	58	49	23	45	34	12	24	29	29	28	25	46	34	41	32
8	23	36	26	33	15	52	46	17	46	42	14	14	36	17	34	30	43	31	41	32
23	39	30	20	33	34	52	49	29	36	32	32	26	29	35	27	28	50	26	38	42
9	32	28	24	30	12	50	28	26	36	39	10	28	25	24	30	26	39	25	39	21
6	25	31	23	29	9	51	38	17	43	34	8	17	29	18	25	29	34	29	39	24
6	30	40	29	36	10	64	56	23	55	47	12	20	39	25	37	36	43	34	47	25
10	24	30	20	25	16	54	47	19	47	32	14	13	28	17	27	26	42	26	40	34
11	28	35	27	35	16	63	51	28	51	45	12	25	35	16	36	29	45	35	45	24
4	21	32	28	33	6	51	35	14	46	39	6	15	32	10	33	30	31	31	41	25
11	29	36	23	31	14	65	48	24	57	42	8	25	35	24	37	32	47	23	49	37
24	31	22	17	29	30	50	46	29	42	25	24	30	20	29	18	20	40	33	29	36
2	28	35	25	32	4	55	40	12	46	47	2	15	36	15	40	32	45	33	45	21
12	24	35	30	34	15	52	45	27	47	42	6	22	33	22	29	25	43	39	34	24
12	22	7	4	11	17	22	20	22	22	15	8	19	7	20	16	5	22	12	19	25
8	8	1	2	3	9	12	3	9	9	3	12	8	2	8	3	0	6	2	4	4
10	33	35	30	34	12	60	39	25	50	45	6	23	34	18	39	30	44	40	46	32
9	26	34	24	36	19	60	43	26	46	40	8	21	33	17	29	25	49	36	42	29
16	28	31	28	42	23	44	41	20	37	38	8	23	31	24	29	26	51	40	32	19
11	20	31	25	31	14	53	38	20	38	34	6	22	28	15	25	21	31	27	40	39
14	37	32	22	33	22	54	43	29	40	40	14	22	32	26	35	29	49	26	44	38
13	26	29	23	30	16	55	41	26	46	35	12	21	23	21	26	24	45	34	36	28
12	37	36	30	37	17	64	52	31	55	44	18	28	32	34	31	29	52	38	41	24
12	27	26	20	31	19	50	43	25	46	35	16	24	26	26	21	23	42	30	33	24
10	33	27	19	28	18	57	47	28	44	36	10	26	25	23	29	21	48	31	42	30
14	30	33	24	34	22	61	51	28	51	40	10	24	31	26	32	28	44	35	50	42
5	3	2	2	2	6	10	3	6	8	3	10	5	2	4	3	1	6	3	4	5
11	34	37	28	34	15	56	44	25	50	47	12	20	35	30	35	30	56	41	40	27
16	31	26	24	36	25	58	47	24	48	33	22	24	26	20	26	20	46	35	38	28
11	22	18	17	21	12	49	35	26	39	27	10	24	17	18	20	15	28	27	37	29
20	32	23	29	37	29	57	45	28	49	31	30	30	24	29	23	22	45	33	33	27
7	18	42	29	29	7	69	61	25	60	45	6	19	42	17	42	40	45	31	60	48
16	30	29	22	30	22	62	49	30	52	35	20	30	29	27	28	24	52	27	46	30
0	22	24	21	24	1	46	28	15	39	34	0	14	23	15	26	19	29	25	37	15
16	35	29	29	33	19	63	43	31	46	39	24	29	27	27	29	27	37	30	38	27
2	25	27	22	26	4	45	29	17	34	39	2	16	28	15	31	23	31	30	41	19
19	26	25	23	29	21	56	35	32	46	36	28	31	28	28	22	23	47	24	37	24
13	42	29	28	37	20	70	45	30	54	37	16	29	28	31	29	24	53	33	43	23
3	20	22	20	21	7	41	26	17	37	30	2	15	24	16	29	17	29	20	40	25
8	26	32	30	36	9	53	35	18	45	40	2	19	31	18	27	23	41	37	40	23
11	23	31	26	34	15	50	36	23	49	37	10	23	31	25	26	23	42	32	34	19
8	24	25	20	27	12	52	39	23	44	35	10	20	26	19	29	22	37	25	45	23
15	25	30	29	43	22	57	48	19	50	35	16	21	29	29	28	24	42	32	40	25
4	26	29	26	29	5	43	33	12	33	35	8	8	28	13	30	26	35	34	31	15
3	21	28	22	33	5	52	37	21	42	35	6	16	28	13	32	24	37	21	41	19
8	27	28	23	24	11	57	35	21	47	39	12	22	29	22	33	25	30	27	41	27
5	31	37	33	45	13	57	44	20	41	39	2	13	34	25	27	32	44	38	36	20
13	42	40	34	45	15	65	47	27	56	50	14	29	39	30	47	35	56	35	52	23
13	28	41	27	41	26	63	60	21	59	46	16	19	42	26	35	35	54	37	46	34
7	24	27	20	33	14	54	42	17	48	39	10	19	28	17	35	24	42	31	51	31
12	40	26	17	32	19	59	38	27	44	40	14	30	25	28	32	25	46	30	40	25
6	22	28	24	25	7	48	33	17	40	40	10	16	29	18	27	24	30	24	36	20
15	29	22	26	35	21	56	42	26	42	30	10	28	22	26	25	17	46	31	31	18
12	39	34	32	40	15	61	39	28	54	41	18	28	31	27	36	30	47	30	46	22
7	30	33	34	35	15	64	44	23	52	40	8	25	33	24	35	30	45	38	50	27
3	28	35	29	37	6	58	44	16	56	42	2	16	32	22	31	27	43	37	44	20
21	42	30	32	39	29	75	54	39	60	40	18	37	29	40	30	29	52	40	40	23
6	38	31	25	32	10	74	50	29	62	43	8	24	28	38	28	28	46	38	53	25
2	15	27	19	25	2	50	42	9	44	33	4	10	24	8	23	23	27	23	38	23
6	32	24	21	24	8	57	40	30	49	40	10	33	25	33	32	24	45	20	45	16
12	42	37	33	35	21	82	54	37	68	47	18	32	33	39	40	34	53	34	59	35
22	19	6	9	14	29	25	19	23	19	7	30	17	6	20	5	5	15	8	7	19
16	26	12	23	26	28	50	33	24	42	18	24	22	14	31	14	9	25	22	25	23
16	24	10	15	16	23	36	16	23	31	15	28	22	9	24	13	10	27	11	19	14
4	35	40	34	42	8	62	49	18	50	46	6	16	39	27	33	30	48	36	47	25
12	28	21	15	24	13	55	37	22	47	31	16	23	20	25	23	19	42	26	37	28
6	33	44	32	35	7	68	52	21	60	51	8	18	43	21	44	36	46	32	51	27
0	15	25	21	21	0	46	33	16	38	30	0	14	23	11	24	23	29	21	40	22
5	20	34	27	29	7	50	37	16	44	39	8	13	33	11	31	27	34	31	40	32
10	34	39	27	36	16	72	51	28	67	56	14	29	42	33	45	36	47	40	56	28
0	13	24	20	21	0	46	33	12	37	26	0	13	22	10	21	18	23	24	35	23
17	34	31	20	29	24	63	44	30	56	40	26	27	32	35	34	27	43	29	43	36
1	8	8	6	10	2	14	13	4	11	10	0	6	8	5	9	7	10	9	10	7
8	27	27	25	28	13	53	37	28	46	34	8	21	25	26	27	22	36	21	41	30
16	37	30	21	35	28	64	50	26	60	36	20	23	30	32	32	29	39	28	49	44
13	29	28	23	31	17	67	53	25	62	37	20	23	27	27	32	27	40	34	54	37
6	29	28	23	23	7	51	30	27	45	41	4	26	29	21	35	24	36	25	42	20
6	24	30	23	34	9	56	43	23	44	44	10	24	31	19	32	26	36	29	42	30
8	23	22	21	22	12	51	28	25	39	34	10	26	22	23	26	18	33	20	38	28
10	26	28	21	29	16	51	47	21	46	35	10	16	28	17	32	24	33	36	46	38
13	19	12	10	19	19	26	16	15	24	14	14	18	12	15	9	9	24	13	12	19
8	29	28	23	29	10	60	41	28	49	40	8	25	27	24	31	22	44	34	44	30
8	34	31	33	34	14	51	29	14	48	41	14	15	32	22	35	29	36	24	38	23
8	11	8	10	14	12	21	9	9	18	10	8	9	8	13	9	6	16	8	11	7
16	33	22	18	28	23	53	39	30	45	25	12	29	21	33	20	20	40	32	32	24
13	31	25	18	31	20	45	34	29	34	31	20	24	22	22	28	20	41	29	33	24
11	27	19	15	28	18	46	25	24	42	31	12	25	19	29	24	16	33	24	32	25
17	38	37	29	40	27	58	46	28	57	43	16	27	37	31	34	32	56	40	31	27
7	23	29	28	30	10	52	33	17	42	36	12	20	30	19	27	26	34	27	33	17
23	47	27	25	31	28	72	42	46	65	48	26	43	29	42	37	23	53	35	42	27
9	20	21	20	26	13	47	32	16	39	31	10	19	22	18	21	15	30	30	36	22
25	60	38	39	41	35	84	61	45	72	45	34	39	37	59	40	34	60	34	51	36
11	31	33	27	39	17	67	35	25	50	41	4	26	34	26	34	27	43	30	46	32
22	49	29	40	46	37	60	50	36	67	44	24	36	28	45	34	24	61	38	45	40
21	42	29	20	37	32	58	53	34	50	37	22	24	28	35	28	22	52	33	42	37
10	27	26	28	35	16	52	32	23	40	30	10	23	25	23	20	18	40	27	31	21
3	24	24	21	26	5	46	28	20	41	32	2	21	23	22	25	20	39	28	36	21
16	31	27	21	34	23	52	43	25	44	34	20	23	27	23	26	23	45	32	37	31
13	38	41	30	39	19	69	62	30	58	51	16	27	42	32	42	35	55	27	59	36
16	32	25	21	26	18	44	43	28	40	34	16	23	25	30	29	19	42	27	37	20
14	30	23	20	26	18	50	40	31	41	35	12	26	24	26	28	20	41	30	42	26
3	19	48	41	46	4	63	45	11	51	50	0	12	44	9	35	42	42	38	44	21
7	25	27	25	34	8	51	29	21	46	40	10	21	29	24	31	22	33	21	39	16
1	27	39	35	38	3	53	39	13	48	40	0	17	36	22	29	30	44	36	39	14
11	29	29	21	33	18	50	48	22	41	40	12	16	31	28	35	23	38	26	43	22
17	33	29	23	37	27	48	41	28	39	38	24	23	28	31	27	24	46	35	35	20
6	13	6	12	13	14	21	10	10	13	8	8	9	6	14	5	7	15	9	5	10
2	30	28	25	28	3	57	28	23	43	41	2	23	28	20	33	24	42	29	40	25
13	32	36	27	42	19	54	46	26	42	40	10	22	35	26	35	31	47	30	45	28
6	24	30	20	25	8	60	52	24	50	38	10	23	29	19	35	27	37	22	48	29
18	36	30	25	38	31	55	43	32	55	36	22	22	31	32	32	29	42	29	41	28
7	38	34	29	38	13	65	37	24	59	43	12	23	33	32	38	27	54	34	51	26
3	26	34	28	33	6	53	35	15	50	39	2	17	34	19	33	28	40	34	40	26
24	40	35	24	38	34	58	49	33	62	40	22	27	34	36	27	31	51	36	37	38
13	37	33	28	34	17	59	42	27	48	41	12	28	31	28	30	25	49	33	37	26
11	35	25	19	34	17	48	34	25	44	37	8	20	24	25	29	21	44	28	37	25
11	21	32	23	27	13	51	35	26	44	40	10	20	32	19	33	27	39	24	45	27
7	28	33	26	33	9	52	40	14	44	38	10	19	32	22	28	29	34	26	38	27
16	41	26	22	39	25	57	49	25	52	37	20	25	27	37	29	19	45	34	41	33
6	39	40	35	40	11	65	35	22	52	52	10	22	39	31	39	33	51	42	43	16
11	38	43	34	43	16	61	39	26	50	51	10	27	43	34	40	36	53	39	42	22
1	1	1	3	3	3	5	4	2	4	1	2	1	1	1	1	1	1	1	3	5
12	30	33	25	43	20	55	51	24	43	43	18	24	31	27	26	29	44	34	40	30
12	32	21	17	26	16	43	38	28	35	34	10	25	24	26	31	19	35	21	35	26
7	31	36	29	38	11	67	44	25	51	49	8	27	36	25	38	25	46	37	51	26
7	29	37	32	43	14	48	34	16	36	41	14	18	37	23	31	30	51	33	31	16
8	21	29	23	32	11	53	39	16	49	33	12	18	28	20	25	25	35	36	35	24
16	34	28	21	30	20	53	45	29	49	40	14	29	31	32	28	20	41	29	38	32
10	32	26	19	32	17	45	38	21	42	37	18	20	28	25	28	22	43	36	40	25
6	33	29	24	33	10	50	27	24	46	37	4	23	27	24	28	23	40	29	38	25
5	29	31	28	39	10	48	37	19	41	37	4	21	26	22	29	26	38	36	32	23
4	24	29	27	29	4	54	27	20	39	38	4	21	30	16	31	23	35	23	41	22
1	28	28	21	26	2	60	38	24	53	46	0	22	27	25	32	21	40	24	48	24
11	37	36	29	43	20	59	42	30	42	46	8	26	36	25	35	35	53	38	46	26
16	35	26	24	40	24	45	36	29	42	35	18	24	25	31	24	20	43	32	32	24
5	28	32	27	40	8	58	40	22	47	40	6	23	28	24	29	23	40	33	43	28
2	6	2	3	3	3	7	3	5	5	4	2	4	1	3	3	2	6	5	5	3
16	32	34	26	38	22	54	38	34	44	44	12	32	33	34	32	27	50	41	42	25
10	20	28	24	30	13	54	44	21	52	32	14	17	29	21	25	21	34	31	45	33
8	30	41	31	40	14	66	46	23	53	53	12	26	43	28	44	33	48	36	46	31
4	23	34	31	39	6	56	33	20	42	42	4	21	33	17	34	28	36	31	45	26
9	36	28	25	37	13	53	35	25	40	46	14	21	30	22	36	21	46	31	43	24
11	26	27	22	35	17	53	44	24	41	34	14	26	25	31	27	24	38	37	40	25
11	33	32	29	40	16	55	45	22	46	41	14	22	32	31	28	21	43	34	40	30
3	27	36	28	36	7	52	41	14	41	41	6	15	35	18	34	31	41	31	42	22
4	5	3	4	5	6	8	0	5	6	3	6	4	2	7	3	2	5	4	1	1
14	29	23	20	32	19	45	38	25	38	30	18	26	23	25	24	20	38	25	34	24
2	29	31	25	31	6	62	35	21	50	41	2	19	30	23	33	25	42	30	48	24
14	40	34	27	37	23	57	49	30	48	40	22	25	34	37	31	28	49	34	42	32
15	33	29	21	31	19	52	43	27	49	36	16	24	29	29	30	23	43	29	36	27
11	31	33	26	37	16	61	49	22	49	44	12	24	31	28	31	28	45	29	48	29
7	19	31	27	32	7	58	37	24	44	39	4	22	31	19	25	24	40	31	39	21
7	30	34	28	35	10	60	41	30	47	41	6	28	33	25	31	28	45	31	44	20
8	29	26	21	30	12	52	43	18	40	33	6	19	25	19	22	22	35	31	33	29
5	32	26	24	30	5	59	42	23	55	38	4	22	27	26	32	25	35	26	48	28
7	38	32	29	43	15	61	43	23	52	42	2	23	32	32	28	27	48	39	44	27
15	43	29	20	35	23	59	54	30	55	41	16	23	29	36	31	24	48	33	46	33
15	38	31	25	40	25	52	51	22	48	36	16	23	28	31	27	22	52	29	39	30
9	20	10	13	15	12	26	11	15	22	16	16	14	10	14	12	11	19	8	13	9
10	26	33	30	39	11	55	37	24	47	39	12	24	32	24	24	25	46	35	33	20
18	35	33	25	38	26	47	48	31	47	42	14	28	33	31	34	26	44	33	35	38
21	47	26	20	33	27	57	44	42	56	35	28	40	22	37	28	24	46	28	34	32
4	40	37	29	36	4	65	44	24	59	52	8	23	38	27	41	32	49	35	47	26
5	36	33	31	42	11	64	43	26	58	47	4	21	30	28	37	25	53	34	47	22
12	32	37	27	35	15	62	46	28	58	48	14	19	40	25	37	30	49	22	51	36
14	29	35	27	36	20	54	41	29	41	40	16	24	32	26	29	26	41	33	39	32
7	22	39	32	45	16	54	51	17	55	46	6	16	38	29	34	29	47	43	43	21
14	39	34	23	38	24	65	46	32	53	40	20	23	32	36	31	29	49	38	41	22
9	33	35	27	37	15	61	42	30	52	46	12	22	36	33	37	27	49	37	48	22
13	29	34	28	39	18	58	42	28	46	42	14	27	32	30	32	25	51	28	43	26
3	21	26	21	25	4	52	32	19	43	31	6	16	26	18	26	26	31	21	41	29
9	33	28	27	36	15	50	35	20	40	41	12	18	30	28	29	22	42	30	32	19
14	38	29	20	41	22	58	49	30	47	44	20	25	31	32	31	22	55	31	46	26
11	30	34	30	40	14	54	39	23	44	44	16	23	33	25	35	28	42	33	40	24
18	50	34	24	45	30	59	53	32	55	42	24	31	33	43	32	25	59	45	39	30
3	29	26	20	28	3	52	33	18	48	39	6	17	26	21	28	20	31	21	42	24
8	37	36	28	45	15	60	45	21	53	46	10	21	33	28	35	27	51	43	43	28
15	34	35	30	42	19	63	48	35	45	40	14	33	31	35	33	27	50	34	44	26
8	25	28	23	28	9	52	39	25	49	34	10	23	27	25	34	21	36	29	47	27
17	33	26	20	38	24	47	38	31	43	34	24	24	27	30	27	24	39	32	39	28
17	47	35	25	40	26	51	41	34	47	46	16	28	35	39	40	33	52	33	41	28
11	43	37	32	44	14	67	48	30	52	50	14	29	35	32	38	33	52	32	51	28
4	3	2	3	3	5	20	16	4	19	2	8	4	2	4	0	9	12	3	13	14
2	34	53	44	45	2	77	42	21	62	59	0	23	54	22	47	42	56	40	54	23
11	29	37	30	45	17	53	40	19	41	40	14	18	32	25	30	27	44	35	35	19
8	35	40	28	39	12	63	43	19	48	48	4	17	40	24	33	33	50	28	45	27
15	27	23	27	32	29	53	46	13	48	23	22	11	19	25	15	18	36	31	28	33
1	15	31	21	23	5	50	40	8	46	36	2	8	31	14	26	27	31	19	41	27
37	44	22	29	36	50	72	43	45	57	30	68	41	23	46	22	18	46	27	33	23
23	27	35	29	32	27	67	43	29	52	39	44	28	35	22	30	30	36	33	31	24
10	6	5	4	5	13	18	9	11	17	6	12	10	5	11	6	5	9	3	12	12
18	27	11	16	17	26	35	17	23	26	12	24	19	11	21	10	9	26	18	16	19
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	13	9	16	19	18	24	9	12	14	11	10	13	9	8	9	6	19	18	7	13
3	23	27	24	26	3	48	30	17	42	34	6	15	26	19	22	20	34	26	35	13
16	32	31	25	29	21	67	54	34	57	39	22	26	29	37	30	25	49	45	41	26
22	31	23	22	28	29	57	50	26	49	27	34	18	23	26	25	21	36	36	33	34
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	22	16	10	16	17	30	24	14	26	18	2	17	16	19	16	10	26	22	17	17
18	28	11	18	18	27	44	27	21	40	14	32	21	11	28	12	13	24	14	17	23
13	23	32	28	28	21	60	49	22	50	35	20	22	30	18	30	26	39	34	39	34
4	24	23	23	25	7	47	32	19	37	30	6	18	23	15	29	21	27	15	37	21
23	46	24	30	31	34	68	37	35	58	34	28	33	23	38	26	20	43	30	43	34
16	21	15	11	13	18	36	23	17	31	16	22	14	15	14	15	14	19	16	22	19
0	10	14	10	12	1	21	13	4	18	18	0	4	15	4	18	14	18	10	19	11
10	39	29	31	33	14	53	27	35	38	41	12	31	29	32	35	28	41	36	37	29
0	1	2	1	1	0	2	2	0	2	2	0	0	2	1	2	2	2	1	2	1
4	16	18	19	19	6	38	25	10	30	21	4	11	15	9	16	14	23	26	23	20
12	38	23	18	24	18	62	46	27	58	36	18	20	23	22	32	17	38	28	48	42
7	25	32	24	25	7	57	44	17	56	42	12	12	33	18	36	29	40	30	47	29
4	5	1	7	4	10	13	0	7	6	0	6	4	1	1	0	1	7	3	2	10
5	35	28	28	28	11	51	25	16	45	37	10	16	28	22	37	22	30	25	37	23
19	34	16	22	26	29	59	40	22	49	21	20	20	17	23	20	14	30	20	32	28
14	29	27	26	28	17	60	43	22	48	35	20	19	26	21	28	22	37	24	43	30
15	34	29	32	34	20	61	36	26	47	34	26	21	28	30	27	23	38	27	33	25
13	25	23	17	21	15	66	39	30	49	32	14	28	21	21	26	21	36	25	41	33
2	22	18	13	15	2	40	23	19	34	32	2	18	19	19	24	17	25	17	34	18
10	26	23	22	26	15	51	40	19	41	32	12	17	24	19	23	20	38	34	36	19
17	35	24	23	23	21	59	38	29	52	37	20	24	25	29	32	19	38	26	45	31
7	28	29	29	33	10	56	37	18	44	37	10	17	25	18	29	23	43	30	37	18
5	20	23	15	18	5	43	31	19	38	30	4	15	24	16	26	21	32	17	36	22
12	28	30	38	37	21	60	27	20	49	37	16	21	28	26	31	28	40	24	36	25
23	29	22	25	32	29	55	29	32	25	26	38	31	21	26	20	21	29	24	26	22
11	22	20	21	24	14	41	24	19	32	31	8	19	22	15	23	18	29	15	27	21
1	10	10	9	9	1	20	12	8	17	15	0	8	11	6	14	8	11	5	19	8
6	26	21	18	22	12	47	38	15	43	34	10	15	23	17	29	19	42	24	36	22
4	27	20	18	20	9	46	38	16	39	28	8	14	20	15	26	19	33	24	36	25
12	31	23	25	27	18	63	40	22	51	35	22	22	23	25	32	22	38	32	44	32
13	25	24	23	25	17	52	42	23	45	36	18	21	30	21	33	25	31	28	41	37
15	27	24	21	28	17	55	40	25	47	33	12	25	26	22	23	22	31	19	34	32
3	32	30	27	28	3	48	34	15	45	38	6	17	30	19	35	28	32	25	39	16
8	10	5	7	7	11	17	6	10	12	9	10	10	5	9	5	7	11	5	10	5
2	30	36	28	33	3	61	43	19	56	46	4	16	36	21	41	33	43	31	49	22
19	33	35	34	36	24	68	47	31	55	40	26	31	35	31	34	28	48	28	45	28
24	37	33	28	37	26	72	50	33	57	39	38	33	31	35	28	28	43	41	41	36
3	2	1	2	3	5	9	7	3	7	1	0	4	1	2	1	1	1	4	5	10
9	34	24	26	26	13	56	37	23	46	35	12	13	25	21	28	23	42	26	42	22
4	35	33	31	35	8	62	37	20	52	50	4	21	34	21	43	25	46	34	48	32
14	39	26	30	30	23	62	41	30	49	29	20	20	24	31	28	18	44	30	40	30
13	33	31	31	33	17	49	32	23	41	39	10	23	31	30	33	25	43	35	35	18
9	26	19	15	17	11	53	28	24	44	36	16	22	23	22	29	15	33	21	46	23
11	28	19	17	25	15	46	32	23	36	29	14	19	17	21	22	16	36	29	31	22
11	38	37	44	44	22	67	42	28	59	45	18	21	36	28	38	29	45	35	44	32
4	19	32	31	33	7	46	30	13	42	38	2	11	32	17	33	28	37	26	39	18
15	29	25	29	33	20	54	33	24	48	34	18	22	27	22	28	24	42	30	35	25
12	28	26	27	29	18	52	31	27	44	34	16	24	26	30	29	24	45	24	37	17
10	29	23	21	25	13	59	39	34	51	34	10	23	24	30	27	21	40	25	43	26
8	35	29	32	35	11	54	29	24	45	41	4	22	29	27	35	23	41	21	41	24
21	42	21	24	27	30	50	39	31	44	32	16	26	21	31	26	21	50	26	37	28
4	23	30	27	29	7	49	34	15	50	37	4	13	29	18	30	22	37	28	40	21
3	22	21	15	22	4	43	33	15	35	34	0	15	22	17	32	20	31	21	40	17
4	27	31	29	32	7	65	48	18	52	39	6	16	28	20	30	26	40	27	46	27
5	24	29	19	24	7	55	34	20	48	43	6	16	30	22	34	25	35	28	49	21
7	32	16	11	17	9	45	26	27	31	30	6	24	16	18	23	16	39	20	32	18
19	51	27	17	31	28	61	49	32	54	41	22	24	28	34	38	22	62	38	42	30
5	22	28	26	31	7	46	32	14	37	34	4	14	27	11	24	21	30	23	33	23
2	17	35	33	37	3	44	27	4	37	40	4	6	37	5	32	32	30	27	35	14
5	37	27	25	28	8	61	38	22	44	40	6	20	25	22	30	22	43	42	42	25
6	28	33	33	32	13	52	30	24	43	40	8	24	30	26	28	27	46	30	35	16
4	2	1	0	0	4	11	7	4	10	2	6	4	2	3	2	2	4	0	8	10
0	19	28	25	29	0	48	26	11	33	36	0	13	27	11	23	22	32	27	31	17
3	24	31	26	28	6	50	39	14	41	39	2	12	32	18	33	28	33	35	41	17
2	25	25	20	25	4	47	32	17	39	35	2	13	26	22	24	24	30	22	38	17
18	42	33	35	44	24	71	51	33	61	44	26	27	33	42	30	23	53	47	44	32
7	16	27	25	26	7	44	25	14	38	30	6	12	26	12	23	21	22	21	33	24
8	28	29	30	33	12	60	29	24	43	38	10	22	28	24	28	24	35	26	40	18
3	38	38	44	47	12	60	32	14	45	48	2	17	43	26	36	30	42	39	45	16
25	48	20	30	38	37	68	46	38	51	29	40	31	20	37	20	14	50	32	31	23
3	21	22	14	17	4	50	37	17	41	27	6	16	23	14	23	22	27	18	40	28
23	38	30	33	42	30	65	34	35	47	38	40	31	27	29	31	25	52	30	47	19
32	68	36	40	54	45	90	57	53	71	62	40	42	38	57	43	36	68	42	64	21
17	37	24	20	30	23	54	38	25	45	33	26	31	23	33	29	18	41	26	34	25
33	56	31	38	43	43	76	45	37	58	42	52	36	32	42	33	28	68	43	34	26
7	23	37	32	35	10	61	44	18	49	44	12	17	37	17	36	29	38	28	43	25
9	30	22	21	26	10	45	34	22	41	32	14	21	22	26	29	20	34	25	34	22
2	3	4	5	5	3	8	4	4	7	6	4	5	5	4	6	4	4	3	7	4
24	62	54	38	44	38	95	77	29	70	61	46	26	54	28	60	41	65	60	68	41
3	20	14	14	17	6	38	22	18	28	25	2	18	17	16	20	13	25	14	34	22
12	25	29	31	35	15	52	32	23	43	40	10	21	28	18	31	25	38	40	36	28
19	31	33	29	34	25	73	53	32	61	39	32	30	33	32	31	28	44	31	47	34
26	45	29	31	43	34	77	54	41	56	45	34	43	29	41	37	23	57	47	41	31
4	30	30	25	28	5	63	34	30	47	48	6	21	30	19	38	27	39	33	54	25
11	25	28	23	27	12	50	29	20	44	35	16	15	28	22	32	26	35	20	41	24
6	38	32	31	36	9	68	35	24	59	44	8	24	28	35	34	26	45	29	48	19
10	30	30	30	34	15	63	37	20	55	38	14	20	31	26	28	25	41	34	39	27
2	23	35	26	30	4	60	39	15	54	40	2	15	34	16	33	31	37	25	44	27
15	33	28	26	27	19	60	46	24	55	38	24	20	30	24	28	27	35	31	50	38
16	41	32	35	46	28	68	54	29	63	50	22	25	32	38	40	28	56	44	47	37
14	31	28	22	33	21	64	45	29	56	38	10	26	30	28	31	21	46	36	44	29
18	32	26	23	42	26	50	39	28	43	37	18	22	27	27	25	16	40	38	36	37
8	25	29	22	30	10	52	39	19	40	43	2	16	31	17	37	24	34	35	41	26
9	24	27	19	28	15	52	40	19	42	34	8	18	25	18	27	17	32	27	35	33
14	30	36	28	32	15	68	44	27	56	55	20	25	41	25	47	29	43	35	55	40
3	29	38	29	38	7	65	45	18	60	52	4	17	39	21	41	30	47	36	53	29
6	26	39	36	42	9	63	40	17	56	47	8	23	39	15	38	30	40	30	39	23
4	30	33	31	34	4	60	34	19	49	43	6	20	31	22	29	26	42	35	43	19
24	33	31	22	34	31	52	44	32	47	44	24	28	32	28	35	25	39	36	32	37
4	18	22	19	24	5	49	29	18	35	40	2	16	25	12	32	18	29	24	42	28
7	24	25	20	27	8	47	29	23	42	39	6	15	28	19	34	20	32	27	38	23
7	32	29	26	32	11	49	32	20	38	41	4	15	25	22	33	23	38	38	38	28
6	20	34	28	34	8	56	38	17	47	39	10	19	31	18	32	31	34	27	37	26
10	38	32	32	39	14	63	43	31	57	44	8	28	32	29	38	26	43	32	47	29
21	35	24	30	36	30	57	52	25	47	30	30	20	23	26	27	19	35	33	37	43
20	42	29	20	32	28	69	50	31	59	42	20	30	31	34	33	25	49	37	44	46
